eval/episode_success_any,training/critic_loss,training/log_alpha,eval/episode_reward_ctrl,eval/episode_success,_runtime,_timestamp,training/alpha_loss,eval/episode_success_hard,training/entropy,eval/episode_success_easy,render,training/actor_loss,eval/episode_reward_survive,eval/episode_dist,eval/episode_reward,step,training/sps,eval/episode_reward_dist,eval/episode_reward_near,_step
1.0,0.018910054117441177,0.0,0.0,977.20703125,1374.641488996,1773905563.2300181,2.261757572341594e-06,0.0,0.0,0.0,"{'_type': 'html-file', 'sha256': '4358539d7544c8c9b4da5c3fcfd7d3ab63396ab08e58fc4b9dde9592714d40cd', 'path': 'media/html/render_34093056_4358539d7544c8c9b4da.html', 'size': 905073}",-98.55848693847656,0.0,22.727964401245117,977.20703125,34093056.0,33812.942726725596,-22.727964401245117,0.0,34093056.0
1.0,0.017067233100533485,0.0,0.0,973.1513671875,1383.037592777,1773905563.3874967,1.8969843722516089e-06,0.0,0.0,0.0,,-98.58275604248047,0.0,23.223758697509766,973.1513671875,34347008.0,33824.591862334935,-23.223758697509766,0.0,34347008.0
1.0,0.017305130138993263,0.0,0.0,977.9287109375,1391.281581023,1773905571.6253805,-7.657589776499663e-06,0.0,0.0,0.0,,-98.60637664794922,0.0,22.272884368896484,977.9287109375,34600960.0,33819.96303030395,-22.272884368896484,0.0,34600960.0
0.9990234375,0.01858939230442047,0.0,0.0,974.2802734375,1399.500930376,1773905579.869331,9.128317287832033e-06,0.0,0.0,0.0,,-98.61631774902344,0.0,23.108985900878906,974.2802734375,34854912.0,33758.193495289546,-23.108985900878906,0.0,34854912.0
1.0,0.01949496939778328,0.0,0.0,972.7607421875,1407.729967572,1773905588.0887728,9.317903277406003e-06,0.0,0.0,0.0,,-98.59092712402344,0.0,22.826374053955078,972.7607421875,35108864.0,33866.1156976886,-22.826374053955078,0.0,35108864.0
1.0,0.018520407378673553,0.0,0.0,970.9990234375,1425.326835859,1773905613.9154103,-1.1322472914798709e-07,0.0,0.0,0.0,"{'sha256': 'c5db1c1f3c2c94117e22831efeac28ef642d3ce816003ee11baa59d646d2cdda', 'path': 'media/html/render_35362816_c5db1c1f3c2c94117e22.html', 'size': 907729, '_type': 'html-file'}",-98.59642028808594,0.0,23.62818145751953,970.9990234375,35362816.0,33823.26429972297,-23.62818145751953,0.0,35362816.0
1.0,0.018711717799305916,0.0,0.0,976.5556640625,1433.739762168,1773905614.083556,2.1908701910433592e-06,0.0,0.0,0.0,,-98.59314727783203,0.0,23.233755111694336,976.5556640625,35616768.0,33913.853247441104,-23.233755111694336,0.0,35616768.0
1.0,0.020035455003380775,0.0,0.0,978.3603515625,1441.987188848,1773905622.3277094,3.591647100620321e-06,0.0,0.0,0.0,,-98.58675384521484,0.0,23.26944351196289,978.3603515625,35870720.0,33780.967954329826,-23.26944351196289,0.0,35870720.0
1.0,0.018021056428551674,0.0,0.0,976.5361328125,1450.21138888,1773905630.5752144,1.0775379450933542e-06,0.0,0.0,0.0,,-98.56194305419922,0.0,23.327917098999023,976.5361328125,36124672.0,33735.89848621212,-23.327917098999023,0.0,36124672.0
1.0,0.019329000264406204,0.0,0.0,977.2451171875,1458.430764011,1773905638.799447,4.5365777623374015e-06,0.0,0.0,0.0,,-98.5090103149414,0.0,21.54815673828125,977.2451171875,36378624.0,33835.369812741104,-21.54815673828125,0.0,36378624.0
