eval/episode_reward_near,eval/episode_reward_dist,_timestamp,_step,render,eval/episode_dist,training/log_alpha,training/alpha_loss,training/entropy,_runtime,step,eval/episode_reward_survive,eval/episode_success,eval/episode_reward,eval/episode_reward_ctrl,training/critic_loss,eval/episode_success_easy,eval/episode_success_any,training/actor_loss,eval/episode_success_hard,training/sps
0.0,-55.46898651123047,1773457012.3397236,4888576.0,"{'_type': 'html-file', 'sha256': '3922c431f773814534fbf14466580214709f509f7416b50b29372120d269d095', 'path': 'media/html/render_4888576_3922c431f773814534fb.html', 'size': 907857}",55.46898651123047,0.0,3.305050631752238e-05,0.0,174.973022459,4888576.0,0.0,638.2431640625,638.2431640625,0.0,1.7987697124481201,0.0,0.8154296875,-20.310232162475586,0.0,49763.7441951395
0.0,-39.82048797607422,1773457012.4886024,5142528.0,,39.82048797607422,0.0,-2.7434331059339456e-05,0.0,180.962363095,5142528.0,0.0,806.15234375,806.15234375,0.0,1.7706084251403809,0.0,0.923828125,-23.22812271118164,0.0,49602.620424182096
0.0,-37.09590148925781,1773457018.3286245,5396480.0,,37.09590148925781,0.0,-8.206136408261955e-05,0.0,186.784242011,5396480.0,0.0,822.1015625,822.1015625,0.0,1.7055232524871826,0.0,0.9072265625,-25.881912231445312,0.0,49627.420612365364
0.0,-35.5068359375,1773457024.1498597,5650432.0,,35.5068359375,0.0,-0.00011073609493905678,0.0,192.607415372,5650432.0,0.0,855.0185546875,855.0185546875,0.0,1.8111971616744995,0.0,0.953125,-28.423982620239258,0.0,49783.6793674065
0.0,-36.500953674316406,1773457029.9735215,5904384.0,,36.500953674316406,0.0,-6.046532143955119e-05,0.0,198.430285634,5904384.0,0.0,817.0869140625,817.0869140625,0.0,1.840620994567871,0.0,0.9072265625,-31.767396926879883,0.0,49766.29480152341
0.0,-33.72444152832031,1773457050.8367865,6158336.0,"{'path': 'media/html/render_6158336_99c9fbb33ba2831e1863.html', 'size': 907841, '_type': 'html-file', 'sha256': '99c9fbb33ba2831e18632fbecadb53ccfa01ce5c1c58d4ee8139c53d2d853ac7'}",33.72444152832031,0.0,-8.820886432658881e-05,0.0,213.470105355,6158336.0,0.0,875.8173828125,875.8173828125,0.0,1.9477370977401733,0.0,0.95703125,-35.24686813354492,0.0,49768.027130874005
0.0,-36.82981872558594,1773457050.984467,6412288.0,,36.82981872558594,0.0,1.5653931768611073e-05,0.0,219.460372955,6412288.0,0.0,838.2021484375,838.2021484375,0.0,2.086707830429077,0.0,0.9326171875,-37.6549186706543,0.0,49661.994088501095
0.0,-35.050086975097656,1773457056.8264706,6666240.0,,35.050086975097656,0.0,1.2278076610527933e-05,0.0,225.280344291,6666240.0,0.0,858.83203125,858.83203125,0.0,2.036999464035034,0.0,0.9453125,-40.304908752441406,0.0,49609.68748853958
0.0,-35.27470397949219,1773457062.646474,6920192.0,,35.27470397949219,0.0,9.316299838246778e-06,0.0,231.11924968,6920192.0,0.0,856.6357421875,856.6357421875,0.0,2.0227572917938232,0.0,0.9443359375,-43.135982513427734,0.0,49801.01554374299
0.0,-34.47511672973633,1773457068.4854536,7174144.0,,34.47511672973633,0.0,3.3626460208324715e-05,0.0,236.970140694,7174144.0,0.0,894.6357421875,894.6357421875,0.0,1.9748409986495972,0.0,0.962890625,-45.148616790771484,0.0,49609.44256802592
0.0,-31.426984786987305,1773457089.4561815,7428096.0,"{'path': 'media/html/render_7428096_0676e61bab132bca38ab.html', 'size': 905897, '_type': 'html-file', 'sha256': '0676e61bab132bca38ab286b2763a4388c8627e2c0fbbc0029bae1486480a52d'}",31.426984786987305,0.0,1.1763465408876073e-05,0.0,252.089514455,7428096.0,0.0,902.6533203125,902.6533203125,0.0,2.0480427742004395,0.0,0.974609375,-44.948097229003906,0.0,49493.00091765061
0.0,-30.157041549682617,1773457089.6117857,7682048.0,,30.157041549682617,0.0,1.870003507065121e-05,0.0,258.073186085,7682048.0,0.0,894.5302734375,894.5302734375,0.0,1.955611228942871,0.0,0.9609375,-47.041282653808594,0.0,49709.17463212989
0.0,-32.059364318847656,1773457095.4393022,7936000.0,,32.059364318847656,0.0,1.951771992025897e-05,0.0,263.905075024,7936000.0,0.0,900.361328125,900.361328125,0.0,1.8954581022262573,0.0,0.9658203125,-49.779048919677734,0.0,49747.22622438021
0.0,-31.818721771240234,1773457101.2711098,8189952.0,,31.818721771240234,0.0,2.4215654775616713e-05,0.0,269.713724468,8189952.0,0.0,911.30859375,911.30859375,0.0,1.9137892723083496,0.0,0.974609375,-49.2797966003418,0.0,49672.751717173
0.0,-31.16128921508789,1773457107.0793924,8443904.0,,31.16128921508789,0.0,7.346241181949154e-05,0.0,275.535760284,8443904.0,0.0,900.5869140625,900.5869140625,0.0,1.8042577505111694,0.0,0.962890625,-51.123992919921875,0.0,49914.80497284881
0.0,-31.842510223388672,1773457127.701994,8697856.0,"{'path': 'media/html/render_8697856_3834bf4f9b15ef746a2e.html', 'size': 907809, '_type': 'html-file', 'sha256': '3834bf4f9b15ef746a2e9b9c5daeb9408b128d49ca1e9ae0ae63b9ed0c1d77dc'}",31.842510223388672,0.0,-1.8888467820943333e-05,0.0,290.335272361,8697856.0,0.0,922.8828125,922.8828125,0.0,1.7097969055175781,0.0,0.978515625,-53.19428634643555,0.0,49765.24151122542
